Xtf_id,Name,Zip,Place,Operator,Contact,OperatorAddress,Phone,Web,Mail,BeginningOfOperation,Power,Energy,HouseConnections,NetLength,EnergySource1,EnergySource2,PositionAccuracy,x,y
tn860,CAD Prangins,1197,Prangins,Groupe E,Groupe E Celcius SA,Rte de Promenthoux,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2007,0.48,,,,2,,103,2509348.5999952676,1138922.7996852659
tn452,CAD Attalens,1616,Attalens,Groupe E,GROUPE E ATTACAD,Rte de l'Eglise 26,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2002,2.4,3000,22,1.6,5,2,103,2554855.099997658,1151221.9996878502
tn459,CAD Corminboeuf,1720,Corminboeuf,Groupe E,GROUPE E CORMICAD,Rte de Matran,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2014,1.9,3000,100,3.4,5,2,103,2573928.299998669,1183759.0996945477
tn495,FRICAD,1752,Villars-sur-Glâne,Groupe E,GROUPE E FRICAD,Rte de Chatillon 70,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2015,22,50000,,23,16,,103,2575729.499998759,1180233.1996938216
tn480,CAD Le Mouret,1724,Le Mouret,Groupe E,Groupe E Celcius SA,Passage du Querro 10,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2015,2.15,1706,,1.975,5,2,103,2579556.499998953,1177497.799693257
tn839,CAD Blonay,1807,Blonay,Groupe E,GROUPE E BLOCAD,Rte de Tercier 19,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2008,2.7,3300,24,1.5,5,2,103,2558324.8999978323,1145978.0996867768
tn866,CAD Villeneuve,1844,Villeneuve,Groupe E,GROUPE E CAD HAUT LAC,"Compostière, En Jaquetan",0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2012,7.2,18000,250,7.5,5,7,103,2560653.999997943,1135984.9996847478
tn660,CAD Neuchâtel,2000,Neuchâtel,Groupe E,GROUPE E CADOLLES,Av des Cadolles 8,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2012,1.65,2000,3,0.15,6,2,103,2560920.199998028,1205588.2996990765
tn838,Place d’armes de Bière,1145,Bière,,,,,,,,,,,,5,,103,2515248,1153922
tn1049,Wärmeverbund Tumbelen/Stogelen,8330,Pfäffikon,Gemeindewerke Pfäffikon ZH,Gemeindewerke Pfäffikon ZH,Schanzweg 2,0449525354,https://www.gwpzh.ch,info@gwpzh.ch,2020,,3673,10,,10,14,103,2701492.154799838,1246861.0811313654
tn878,CAD SATOM,1870,Monthey,SATOM SA Service du Thermorezo,,"Route Boeuferrant-Nord 16, 1870 Monthey",0244727777,https://satomsa.ch/thermorezo/,thermoreseau@satomsa.ch,2011,7.3,64000,5500,45,16,,103,2563156.1999980644,1125301.3996825872
tn556,Wärmeverbund Altbüron,6147,Altbüron,Bossert Forst AG,Dieter Bossert,Halden 3,0629272411,http://bossert-forst.ch/,info@bossert-forst.ch,2010,0.72,1290,,1.3,5,,103,2633272.5,1226045.3999999985
tn1053,CADOUEST,1008,Prilly,SIL,CAD Ouest,Route de Flumeaux 1,0216241474,https://cadouest.ch/,info@cadouest.ch,2020,45,41000,90,14.7,16,2,103,2535548.111757679,1153139.1067031634
tn1034,Energiezentrum Bodenwies,8854,Galgenen,Energie Ausserschwyz AG,"Roland Kaufmann, Leiter Kundenbetreuung",Bodenwiesweg 6,0555119088,https://www.energie-ausserschwyz.ch,roland.kaufmann@easz.ch,2020,65,2000,68,6,5,8,103,2708875.3354034354,1227033.2310634258
tn1054,ARA Esslingen,8133,Esslingen,Zweckverband ARA Egg  – Oetwil am See,ARA Esslingen,Niederesslingen 1,0449841760,https://www.ara-esslingen.ch/fernwaerme/,info@ara-esslingen.ch,,0.588,1175,,,15,,103,2696766.2367942217,1238833.8618361223
tn1056,BioEcoEnergie Gollion,1124,Gollion,BioEcoEnergie SA,BioEcoEnergie SA,En Pradez 1,0218621284,https://www.bioecoenergie.ch,,2020,0.213,426,5,,8,,103,2528791.154154969,1158980.1978363032
tn1051,Wärmeverbund Brislach,4225,Brislach,Wärmeverbund Brislach Gmbh,Martin Bucher,Lüttenweg 1,0792720356,https://www.waerme-brislach.ch,info@waerme-brislach.ch,2016,0.84,1500,81,,5,,103,2608026.426386395,1251961.290432831
tn1057,Seewasserverbund Midor Meilen,8706,Meilen,Energie360,Midor AG,Bruechstrasse 70,0449258111,https://www.energie360.ch,info@energie360.ch,2020,7.5,8500,,,10,,103,2691269.510453325,1236171.4785164478
tn309,Energiezentrale Biblis,3360,Herzogenbuchsee,,,,,https://www.primeo-energie.ch,,2001,1.45,,,,5,,102,2619588.8000019775,1226826.2994075369
tn282,Wärmeverbund Gals,3238,Gals,Ulrich Freudiger,Ulrich Freudiger,Kreuzweg 2,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2008,0.14,,,0.35,5,,103,2570388.799998508,1208759.1996997495
tn1059,ThermorésÔ-Gland Eikenott,1196,Gland,ThermorésÔ SA,Jennifer Varela,"Rue du Collège 6, 1184 Vinzel",0225652878,https://www.thermoreso-gland.ch/le-chauffage-a-distance/,info@thermoreso-gland.ch,2018,2.1,4235,22,1.5,5,2,103,2509744.8272012966,1142607.3605170145
tn81,Fernwärme Siggenthal,5415,Nussbaumen b. Baden,Fernwärme Siggenthal AG,Fernwärme Siggenthal AG,Gässliackerstrasse 6,0562825002,https://www.fernwaerme-ag.ch,info@fernwaerme-ag.ch,1995,40.855,65500,450,36,16,17,103,2662599.6000030683,1259766.4997104278
tn578,See-Energie-Netz Horw Kriens,6048,Horw,ewl,ewl,Industriestrasse 6<br />6002 Luzern,0800395395,https://www.ewl-luzern.ch/privatkunden/energie/see-energie/horw-kriens/,info@ewl-luzern.ch,2021,9,,,,10,2,103,2666159.3000033367,1207130.3996993569
tn1058,URBACAD,1350,Orbe,VOénergies,VOénergies,Rue de la Poste 2,0582342000,https://www.voenergies.ch/urbacad,,2019,2.4,5000,35,1.5,5,2,103,2530390.7526304326,1176255.6103779443
tn18,Schulanlage Bettwil,5618,Bettwil,Gemeinde Bettwil,Schulhaus Bettwil,Schulhausstrasse 11,0566674605,https://www.schule-bettwil.ch/de/,schulleitung.bettwil@schulen-aargau.ch,,,,,,5,,103,2662653.200003108,1238160.0997058682
tn112,Wärmeversorgung Spreitenbach Werkhof,8957,Spreitenbach,Gemeinde Spreitenbach,Werkhof,Shopping Center,,,,2019,,,,,11,,103,2670149.600003453,1252522.799708879
tn145,Wärmeverbund im Egg / Fichtenacker,4147,Aesch BL,Gemeinde Aesch,Gemeinde Aesch,Hauptstrasse 23,0617567777,https://www.aesch.bl.ch/de/,gemeindeverwaltung@aesch.bl.ch,,,,,,3,,102,2612174.300000597,1258610.699710237
tn155,Wärmeverbund Altersheim Birsfelden,4127,Birsfelden,Alters- und Pflegeheim Birsfelden,"Alters- und Pflegeheim, Birsfelden",Hardstrasse 71,0613198800,https://az-birsfelden.ch/de/,admin@az-birsfelden.ch,,,,,,15,,103,2614455.6000007056,1266762.5997119616
tn275,Wärmeverbund Eggiwil,3537,Eggiwil,Gemeinde Eggiwil,Gemeinde Eggiwil,Postfach 22,0344919393,https://www.eggiwil.ch,info@eggiwil.ch,,,,,,5,,101,2627346.5000013905,1191762.3996962134
tn367,Schreinerei Peter Schmid,3363,Oberönz,Schreinerei Peter Schmid,Schreinerei Peter Schmid,Solothurnstrasse 14,0629611449,https://www.schreinerschmid.ch/,info@ssob.ch,,,,,,5,,103,2619223.90000096,1225564.8997032708
tn352,Wärmeversorgung Landi Melchnau,4917,Melchnau,"LANDI Melchnau Bützberg, Genossenschaft","LANDI Melchnau Bützberg, Genossenschaft",Dorfstrasse 34,0584765210,https://www.landimelchnau.ch/,,,,,,,6,,103,2631030.1000015493,1226376.199703432
tn385,Nahwärmeversorgung Dorfmatt Rubigen,3113,Rubigen,Wohnbaugenossenschaft Dorfmatte,Wohnbaugenossenschaft Dorfmatte,Dorfmatte 407,,,,,,,,,13,,103,2607827.600000398,1194062.5996966958
tn415,Schulhaus Suberg,3262,Suberg,,,,0323891949,,,,,,,,5,,103,2592465.299999621,1212227.5997004788
tn497,Entreprise Etter & Fils SA,1628,Vuadens,Entreprise Etter & Fils SA,Entreprise Etter & Fils SA,Rte Principale 89,0269198780,https://www.hubert-etter.ch,office@hubert-etter.ch,,,,,,6,,103,2568697.9999983856,1162807.7996902324
tn1055,Wärmeverbund Münchenbuchsee,3053,Münchenbuchsee,Energie Münchebuchsee AG,Energie Münchebuchsee AG,Löwenstrasse 4,0315110140,https://www.emag.energy.ch,waerme@emag.energy.ch,2020,5.9,5500,50,3.3,5,1,103,2600265.81795215,1206954.4712365782
tn609,Paradiesli,6208,Oberkirch,,,Paradiesli,,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,,,,,,13,,103,2651427.4000025718,1223107.599702722
tn520,KVA Linth,8867,Glarus Nord,KVA Linth,KVA Linth,Im Fennen 1a,0556172740,https://www.kva-linth.ch,info@kva-linth.ch,2017,17.5,24600,35,13,16,,103,2721478.0000120825,1221766.3994042815
tn650,CAD Collège Gorgier,2023,Gorgier,Commune de Gorgier,Collège Gorgier,Rue de Lancelot 1,0328864579,https://www.ne.ch/autorites/DDTE/SENE/energie/Documents/Justificatifs/Aide_NE_CAD.pdf,,,,,,,5,,103,2549490.0999974357,1194388.2996967323
tn903,Suurstoffi-Areal,6343,Rotkreuz,Zug Estates AG,WWZ Energie AG,Chollerstrasse 24,0417484545,https://www.energieschweiz.ch/page/de-ch/thermische-netze,info@wwz.ch,2010,6.7,10600,,2.5,14,20,103,2675665.3000117866,1222024.0991064548
tn709,Wärmeverbund Alterswohnungen Dulliken,4657,Dulliken,Gemeinde Dulliken,Altersheim Brüggli,Alte Landstrasse,0622854545,https://www.brueggli-dulliken.ch,info@bruegglidulliken.ch,,,,,,13,,103,2637806.600001869,1244635.4997072716
tn748,Wärmeversorgung W. Rüegg AG,8722,Kaltbrunn,W. Rüegg AG,W. Rüegg AG,Uznacherstrasse 11,0552933333,https://ruegg-kaltbrunn.ch/,info@ruegg-kaltbrunn.ch,,,,,,5,,103,2720033.000005982,1230438.199704105
tn827,Überbauung Pro Familiaweg,6460,Altdorf,Baungenossenschaft Pro Familia,Baungenossenschaft Pro Familia,Pro Familiaweg 28,0797852602,https://www.profamilia-uri.ch,info@profamilia-uri.ch,,,,,,13,,102,2691285.6000046413,1191987.5996961608
tn829,Wärmeversorgung Dätwyler AG,6460,Altdorf,Dätwyler AG,Dätwyler Holding AG,Gotthardstrasse 31,0418751100,https://www.datwyler.com,info@datwyler.com,,,,,,13,,103,2692109.3000046816,1192562.9996962745
tn869,Schwimmbad Geschina,3900,Brig,Schwimmbad Geschina,Schwimmbad Geschina,Geschinaweg,0279239530,https://thermalbad-wallis.ch/en/sport/geschina-pool/,,,,,,,2,,103,2642664.4000022374,1129138.2996833692
tn1234,Wärmeverbund Oholten,5703,Seon,,,,,,,1999,0.7,,,,5,,102,2655292.809207387,1245209.5194445553
tn1010,Berg-Käserei Gais,9056,Gais,SAK,Berg-Käserei Gais,Forren 22,0717933733,https://www.bergkaeserei.ch,gais@bergkaeserei.ch,2018,1.36,,,,14,2,103,2751929.487997505,1247131.360868502
tn514,CAD ZIPLO,1228,Plan-Les-Ouates,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0223061641,https://www.genie.ch/project/h/cadziplo.html,,2015,4.5,4300,,2.5,14,2,103,2496617.799984538,1113622.5990401309
tn988,Familiengenossenschaft FGZ Anergienetz,8043,Zürich,Familienheimgenossenschaft Zürich (FGZ),FGZ,Schweighofstrasse 193,0444561500,https://www.fgzzh.ch/resources/uploads/wohnen_2011-6_S18-19_9573_Anergienetz-FGZ.pdf,verwaltung@fgzzh.ch,2011,17.5,35000,,1.5,12,14,103,2680754.8000039896,1245941.0997074721
tn674,Wärmeverbund Lungern,6078,Lungern,Elektrizitätswerk Obwalden,Elektrizitätswerk Obwalden,Stanserstrasse 8 6064 Kerns,0416665100,https://www.ewo.ch,info@ewo.ch,2010,2,4000,23,2.124,5,1,103,2654843.4000058034,1181320.699388015
tn778,Armasuisse Airolo,6780,Airolo,Armasuisse,Piazza d'armi Airolo,Forte Airolo,0918737115,https://www.aelsi.ch/documentazione,info@aelsi.ch,2016,1.832,,6,0.532,5,1,103,2688141.2000045693,1153662.7996882747
tn1281,Wärmeverbund Neunkirch,8213,Neunkirch,,,,,,,1983,1.15,,46,1.1,5,1,103,2679651.3374167606,1282713.5678992975
tn1062,Comune di Airolo,6780,Airolo,Comune di Airolo,Comune di Airolo,Via S. Gottardo 85,0918738120,https://www.comuneairolo.ch,comune@airolo.ch,2016,1.135,,2,0.32,5,1,103,2689695.409035211,1153780.9145050664
tn338,Wärmeverbund Ligerz,2514,Ligerz,Bruno Martin,Bruno Martin,Dorfsgasse 63,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2012,0.89,,,1.6,5,,103,2577013.399998845,1214864.4997010326
tn1063,AMB Bellinzona,6500,Bellinzona,Azienda Multiservizi Bellinzona,Infocentro AMB,Piazza del Sole 5,0918504900,https://www.amb.ch,infocentro@amb.ch,2019,0.96,1122,5,0.65,11,,103,2722433.3000124595,1117029.932781762
tn781,TERIS Bellinzona,6500,Bellinzona,TERIS SA,TERIS SA,Strada dell'Argine 5<br />6512 Giubiasco,0918500624,http://www.teris.ch/page.asp?load=1,info@teris.ch,2009,28,53762,106,22.111,16,,103,2719816.100006329,1114622.7996802866
tn782,Teleriscaldamento Biasca Nuova Energia Ticino SA,6710,Biasca,Nuova Energia Ticino SA,Nuova Energia Ticino SA,Zona industriale<br />6995 Madonna del Piano,0916081539,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,info@nuovaenergia.ch,2017,5.6,13531,28,2.57,5,1,103,2717891.7000061716,1133819.0996841555
tn1064,Teleriscaldamento Biasca Lombardi SAGL,6500,Bellinzona,Lombardi SAGL,Lombardi SAGL,Via A. Giovannini 52,0918621321,,,2018,3.51,,4,0.23,5,1,103,2718037.4965019636,1135085.934856499
tn1065,AIL Carona,6914,Carona,AIL,AIL,"Via Industria 2, 6933 Muzzano",0584707070,https://www.ail.ch,info@ail.ch,2017,0.7,2245,58,1.8,5,1,103,2715800.398254079,1090426.0348475715
tn1416,Münsterstrasse,6214,Schenkon,Schmid Immobilien AG,Partick Suter,"Neuhaltenring 1, 6030 Ebikon",0414404130,,patrick.suter@schmid.ch,,0.3,511,6,,6,,103,2652209.862569541,1225449.0345158696
tn1061,Age SA Chiasso,6830,Chiasso,Acqua Gas Elettricità SA,Acqua Gas Elettricità SA,Piazza Bernasconi 6,0840223333,https://age-sa.ch,info@age-sa.ch,2016,0.644,582,7,0.27,3,2,103,2723452.091246103,1077251.6628786463
tn1067,AIL Molino Nuovo,6900,Lugano,AIL,AIL,"Via Industria 2, 6933 Lugano",0584707070,https://www.ail.ch,info@ail.ch,2016,1.56,2142,4,0.22,3,2,103,2717593.701758366,1097401.3471136857
tn1060,Comune di Lavizzara,6694,Prato Sornico,Comune di Lavizzara,Comune di Lavizzara,Prato Sornico,0917551421,https://www.lavizzara.ch,info@lavizzara.ch,2010,0.44,,8,1.71,5,1,103,2693436.3447958776,1139234.4249453195
tn1066,Teleriscaldamento Chiasso,6830,Chiasso,AgeRe Efficenza Energetica SA,AgeRe Efficenza Energetica SA,Corso San Gottardo 54b,0916905130,https://age-re.solarlog-web.ch/agere-sa-plants.html#,info@age-re.ch,2018,0.2,,9,0.9,3,14,103,2723530.000013636,1077233.5467828591
tn1068,Energieverbund Eschenbach,6274,Eschenbach,Energieverbund Eschenbach AG,Energieverbund Eschenbach AG,Rothenburgstrasse 24b,0412686345,https://www.evbeschenbach.ch,info@evbeschenbach.ch,2019,1.3,,40,2.2,5,,103,2666344.1617256748,1220474.6141176457
tn1069,Wärmeverbund Wangen SZ,8855,Wangen,Genossame Wangen,Genossame Wangen,Leuholz 12,0554405483,https://www.genossame-wangen.ch/gemeinsam-die-waerme-aus-der-natur-nutzen-das-fernwaermenetz-macht-es-moeglich/,verwaltung@genossame-wangen.ch,2019,3.3,,,3.6,5,,103,2710390.0994491163,1228015.6588975803
tn1071,Hägendorf Schulhaus Oberdorf,4614,Hägendorf,Einwohnergemeinde Hägendorf,Einwohnergemeinde Hägendorf,Bachstrasse 11,0622091727,https://www.haegendorf.ch/aemter/16065,walter.mueller@haegendorf.ch,2005,0.895,,1,0.2,5,1,103,2630580.2581194746,1243024.3596773094
tn1072,Wynigen,3472,Wynigen,Burgergemeinde Wynigen,Burgergemeinde Wynigen,,,,,,,,,0.8,5,,103,2617652.6909931786,1217327.8284731018
tn1162,Wärmeverbund Böckten,4461,Böckten,Einwohnergemeinde Böckten,,Schulweg 2,0619858866,https://www.boeckten.ch,info@boeckten.ch,,,,5,,2,,102,2629964.222623995,1257023.3938018708
tn1235,Wärmeverbund Eichberg,5707,Seengen,,,,,,,2010,0.65,,,,5,,102,2657840.111227915,1242321.0556457397
tn1290,Wärmeverbund Lindhalde,3076,Worb,MEG Lindhalde,,,,,,,,,,,6,,102,2610583.6320218714,1197429.6044933475
tn1076,Heizwerkzentrale Gorgen,6074,Giswil,Korporation Giswil,Korporation Giswil,Brünigstrasse 64,0416760717,https://www.korporation-giswil.ch/waermeverbund/1871,holzenergie@korporation-giswil.ch,2017,4.2,,,,5,,103,2657336.743486407,1187700.6898874107
tn559,Heizgenossenschaft Fürti Süd,6018,Buttisholz,Heizgenossenschaft Fürti Süd,Kurt Iten,Fürtiring 11,0793901775,,,1975,,,,,5,3,103,2650652.000005078,1218693.9994036055
tn51,Fernwärmeversorgung Klingnau,5313,Klingnau,REFUNA AG,REFUNA AG,"Beznau, 5312 Döttingen",0562688010,https://www.refuna.ch/,info@refuna.ch,1984,7.5,15077,314,16,17,,103,2659415.5000029006,1267167.399712002
tn574,Korporation Horw Hans-Reinhard-Strasse,6048,Horw,Korporation Horw,Gemeinde Horw,Gemeindehausplatz 1,0413491111,,info@horw.ch,2016,0.415,,,,5,2,103,2666126.8000033344,1207723.399699483
tn1073,Berghof Wolhusen,6110,Wolhusen,Gemeinde Wolhusen,Bruno Stalder,Menznauerstrasse 13,0414926681,https://www.wolhusen.ch/politik-verwaltung/verwaltung/regionales-bauamt-wolhusen/,bauamt@wolhusen.ch,2009,1,2885,19,1.8,5,1,103,2648085.6035442525,1212473.0734565388
tn581,Stegenrain / Kastanienbaumstrasse,6048,Horw,EKZ,,,0583595111,https://www.ekz.ch/de/geschaeftskunden/angebote/gebaeudetechnik/waerme-kaelte.html,info@ekz.ch,2020,0.48,,12,,6,,103,2666947.3000131245,1208386.0987988657
tn978,Wärmeverbund Weiach,8187,Weiach,Gemeinde Weiach,Gemeindehaus Weiach,Stadlerstrasse 7,0445544160,https://www.weiach.ch,info@weiach.ch,1995,0.6,,,0.85,5,1,103,2675131.400007332,1267780.3994242013
tn958,Heizzentrale Rümlang,8153,Rümlang,Renercon Genossenschaft für erneuerbare Energie,Renercon Betriebs AG<br />Baaregg 33<br />8934 Knonau,Alterszentrum Lindenhof<br />Lindenstrasse 18<br />8153 Rümlang,0434666040,https://www.renercon.ch/anlagen.php#ruemlang,mail@renercon.ch,2008,1.25,2,13,1.181,5,2,103,2682446.0000121007,1256018.7991291943
tn314,Wärmeverbund Huttwil,4950,Huttwil,Renercon Huttwil AG,Renercon Betriebs AG<br />Baaregg 33<br />8934 Knonau,Langenthalstrasse 15<br />4950 Huttwil,0434666040,https://www.renercon.ch/huttwil,mail@renercon.ch,2015,2.5,5,66,3.8,5,,103,2630325.600007041,1218259.4988074715
tn1075,Hitzkirch Richensee,6285,Hitzkirch,Amstutz Holzenergie Betriebe AG,Amstutz Holzenergie Betriebe AG,Neuhasli 2 6032 Emmen,,,,2006,0.55,,0,0.85,5,,101,2661535.912066621,1230387.061965132
tn1419,Rue du Collège,2603,Péry,,,Rue du Collège 10,,,,2024,0.5,,,,5,,103,2585792.694825515,1226923.3057521053
tn560,Wärmeverbund Buttisholz,6018,Buttisholz,Wärmeverbund Buttisholz,Manuel Hebler,Gewerbering 13,,https://www.waermeverbund-buttisholz.ch,,2021,2,,,,5,3,103,2649974.102822327,1218288.6217038392
tn1029,Fernwärme Bazenheid,9533,Kirchberg SG,Zweckverband Abfallverwertung Bazenheid,ZAB,Zwizachstrasse 26,0719321212,https://zab.ch/,info@zab.ch,2017,,66234,200,,16,,103,2722933.460122559,1253731.0216656274
tn1082,Wärmeverbund Benken,8463,Benken,Wärmeverbund Benken ZH,Reto Fritschi,Landstrasse 1,0795075880,https://www.benken-zh.ch/verwaltung/versorgung/waermeverbund-benken.html/105,reto.fritschi@latschbacher.ch,1989,1.17,1100,46,,5,,103,2691384.6866179616,1278668.206075773
tn967,Fernwärmeversorgung Unterstammheim,8476,Unterstammheim,Gemeinde Stammheim,Fernwärmeversorgung Unterstammheim,Gemeindehausplatz 2,0527451277,https://www.unterstammheim.ch,heinz.frick@unterstammheim.ch,1980,2.0999999,2400,91,4.5999999,5,1,103,2701621.8000049335,1277367.2997140747
tn1474,Wärmeverbund Uesslingen,8524,Uesslingen,,,,,,,,0.17,,,,5,,101,2704804.1736394805,1271021.7220731
tn1084,EnerLac,1100,Morges,Energie 360° SA,Energie 360 ° SA,Avenue de la Gare 33<br />1003 Lausanne,0212130590,https://www.energie360.ch/fr/energie360/references/reseau-denergie-enerlac-tolochenaz/,romandie@energie360.ch,2022,,,,,10,,103,2527285.4167139702,1150757.8052923977
tn1085,Fernwärme Worb - Rüfenacht,3076,Worb,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,0584775656,https://www.bac.ch/privatkunden/aktuelle-projekte#Worb,info@bac.ch,2019,9.5,,,6.9,5,1,103,2609045.980061705,1198720.418025464
tn1083,AZOM,5600,Lenzburg,SWL Energie AG,SWL Energie AG,Werkhofstrasse 10,0628857575,https://www.swl.ch/de/home,info@swl.ch,2015,9.14,,,,2,5,103,2655754.6459933026,1248504.9498352525
tn420,AVAG Thun,3613,Thun,AVAG AG,AVAG AG,Allmendstrasse 166,0332265656,https://www.heimberg.ch/fileadmin/Fotos/Erlaeuterungsbericht_RPE_Thun_20130625_01.pdf,,,25,60000,,,16,2,103,2612829,1178965.2
tn1079,CAD Verbier,1936,Verbier,GECAL SA,ALTIS Groupe SA,Place de Curala 5<br />1934 Le Châble,0277771001,https://www.altis.swiss,info@altis.swiss,2013,8.65,13500,140,12.5,6,13,103,2583113.9999991045,1105331.5084391248
tn1077,CAD Fleurettes (Le Châble),1934,Le Châble,GECAL SA,ALTIS Groupe SA,"Place de Curala 5, 1934 Le Châble",0277771001,https://www.altis.swiss,info@altis.swiss,,0.8,1300,,1.8,6,,102,2582774.29824698,1103247.7014302935
tn1078,Micro-CAD Bruson,1934,Bruson,GECAL SA,ALTIS Groupe SA,"Place de Curala, 1934 Le Châble",0277771001,https://www.altis.swiss,info@altis.swiss,2022,0.2,240,3,0.15,5,,102,2583034.149123046,1101743.508438416
tn1081,CAD Vollèges,1941,Vollèges,GECAL SA,ALTIS Groupe SA,Place de Curala 5<br />1934 Le Châble,0277771001,https://www.altis.swiss,info@altis.swiss,2009,0.73,800,29,1.7,4,1,101,2579203.2982467907,1104032.4031825494
tn1080,CAD Sembrancher,1933,Sembrancher,GECAL SA,ALTIS Groupe SA,Place de Curala 5<br />1934 Le Châble,0277771001,https://www.altis.swiss,info@altis.swiss,2011,0.72,640,11,1,6,1,102,2577426.7017509076,1103024.701430243
tn1087,Holzkraftwerk Aarberg AG,3270,Aarberg,HKW Aarberg AG,EWA Energie Wasser Aarberg,Stadtplatz 28,0332265252,https://www.hkw-aarberg.ch/,f.aeschbacher@ewaarberg.ch,2021,33,14000,,,5,,103,2587615.2407349343,1209530.796016055
tn1088,Wärmeverbund Kunsteisbahn,8500,Frauenfeld,Amt für Freizeit und Sport,Roman Brülisauer,Schlossmühlestrasse 7,0527245276,https://www.frauenfeld.ch/politik-verwaltung/verwaltung/stadtverwaltung/departement-thurplus-freizeit-und-sport/freizeit-und-sport.html/495,afs@stadtfrauenfeld.ch,2019,0.5,,,,14,,103,2708932.7827842175,1269137.620626728
tn1089,Wärmeverbund West,8500,Frauenfeld,Thurplus,Ulrich Trümpi,Gaswerkstrasse 13,0527242020,https://www.thurplus.ch,info@thurplus.ch,1980,1,,,,5,,103,2707990.027311554,1268438.2415567064
tn1086,CAD Sion,1958,Uvrier / Sion,OIKEN SA,Michel Barras,"Rue de l'Industrie 43, 1950 Sion",0276173302,https://www.oiken.ch,michel.barras@oiken.ch,2022,30,100000,,,16,,103,2598393.410631449,1121091.21909559
tn247,Nahwärmeversorgung Wyler,3001,Bern,Energie Wasser Bern,Betriebsgesellschaft Nahwärmeverbund Wyler,c/o Energie Wasser Bern,0313213111,https://www.ewb.ch,,1998,2.20000005,4000,12,2,2,1,102,2604036.5,1201659.6000000015
tn1091,CAD Platta,1950,Sion,OIKEN SA,Michel Barras,Rue de l’industrie 43,0276173302,https://www.oiken.ch,michel.barras@oiken.ch,2027,4,7000,,,6,,103,2593856.5776996193,1121033.736270811
tn1092,CAD Vétroz Conthey Sion Ouest,1964,Conthey,OIKEN SA,Michel Barras,"Rue de l’industrie 43, 1950 Sion",0276173302,https://www.oiken.ch,michel.barras@oiken.ch,2027,,50000,,,5,,101,2588088.1308666184,1116760.2901408197
tn1096,CAD Savièse,1965,Savièse,OIKEN SA,Michel Barras,"Rue de l’industrie 43, 1950 Sion",0276173302,https://www.oiken.ch,michel.barras@oiken.ch,2024,3,4000,,,5,,103,2593538.6836668816,1122158.5328785141
tn1097,CAD Montana,3963,Crans-Montana,OIKEN SA,Michel Barras,"Rue de l’industrie 43, 1950 Sion",0276173302,https://www.oiken.ch,michel.barras@oiken.ch,2024,10.5,20000,,,5,,101,2603279.811187678,1128906.5990567016
tn1098,CAD Evolène,1983,Evolène,Oiken SA,Michel Barras,"Rue de l’industrie 43, 1950 Sion",0276173302,https://www.oiken.ch,michel.barras@oiken.ch,2024,3.5,8700,,,12,5,102,2604746.700900394,1106426.9229955825
tn1099,CAD Veysonnaz,1993,Veysonnaz,OIKEN SA,Michel Barras,"Rue de l’industrie 43, 1950 Sion",0276173302,https://www.oiken.ch,michel.barras@oiken.ch,2024,4,8000,,,5,,102,2592845.42785778,1116066.6005344512
tn1101,Nahwärmeverbund Meikirch,3045,Meikirch,EWB,Roland Wittwer,"Monbijoustrasse 11, 3011 Bern",0313213159,https://www.ewb.ch,roland.wittwer@ewb.ch,,,,,,5,,101,2594388.001091983,1206554.2416050597
tn1102,Nahwärmeverbund Hardegg,3007,Bern,EWB,Roland Wittwer,"Monbijoustrasse 11, 3011 Bern",0313213159,https://www.ewb.ch,roland.wittwer@ewb.ch,,1.9,4000,20,,11,2,102,2598484.773922103,1198325.535076985
